 ,dates,image_file,slicelabels,slicenums,obserbations,roi_numbers,withfoci,roi_areas,raw_roi_means,globalmeans,globalsds,thresholds,foci_serial,foci_areas,foci_meanints,foci_intdens,foci_rawintdens
1,2022-12-22,dots_large.tif,,1,1,1,TRUE,164.804,14.757,4.426,15.513,35.453,1,0.101,97.846,9.855,1272.000
2,2022-12-22,dots_large.tif,,1,2,1,TRUE,164.804,14.757,4.426,15.513,35.453,2,0.186,83.167,15.464,1996.000
3,2022-12-22,dots_large.tif,,1,3,1,TRUE,164.804,14.757,4.426,15.513,35.453,3,0.798,146.806,117.149,15121.000
4,2022-12-22,dots_large.tif,,1,4,1,TRUE,164.804,14.757,4.426,15.513,35.453,4,0.101,95.231,9.591,1238.000
5,2022-12-22,dots_large.tif,,1,5,1,TRUE,164.804,14.757,4.426,15.513,35.453,5,0.124,92.562,11.474,1481.000
6,2022-12-22,dots_large.tif,,1,6,1,TRUE,164.804,14.757,4.426,15.513,35.453,6,0.108,71.500,7.755,1001.000
7,2022-12-22,dots_large.tif,,1,7,1,TRUE,164.804,14.757,4.426,15.513,35.453,7,0.310,111.025,34.406,4441.000
8,2022-12-22,dots_large.tif,,1,8,1,TRUE,164.804,14.757,4.426,15.513,35.453,8,0.163,79.095,12.869,1661.000
9,2022-12-22,dots_large.tif,,1,9,1,TRUE,164.804,14.757,4.426,15.513,35.453,9,0.713,95.663,68.185,8801.000
10,2022-12-22,dots_large.tif,,1,10,1,TRUE,164.804,14.757,4.426,15.513,35.453,10,0.155,90.400,14.007,1808.000
11,2022-12-22,dots_large.tif,,1,11,1,TRUE,164.804,14.757,4.426,15.513,35.453,11,0.170,85.818,14.627,1888.000
12,2022-12-22,dots_large.tif,,1,12,1,TRUE,164.804,14.757,4.426,15.513,35.453,12,0.240,76.871,18.462,2383.000
13,2022-12-22,dots_large.tif,,1,13,2,TRUE,132.900,17.278,7.124,22.879,52.883,1,0.465,155.533,72.299,9332.000
14,2022-12-22,dots_large.tif,,1,14,2,TRUE,132.900,17.278,7.124,22.879,52.883,2,0.147,131.474,19.353,2498.000
15,2022-12-22,dots_large.tif,,1,15,2,TRUE,132.900,17.278,7.124,22.879,52.883,3,0.124,110.625,13.713,1770.000
16,2022-12-22,dots_large.tif,,1,16,2,TRUE,132.900,17.278,7.124,22.879,52.883,4,0.263,141.382,37.242,4807.000
17,2022-12-22,dots_large.tif,,1,17,2,TRUE,132.900,17.278,7.124,22.879,52.883,5,0.201,128.269,25.838,3335.000
18,2022-12-22,dots_large.tif,,1,18,2,TRUE,132.900,17.278,7.124,22.879,52.883,6,0.163,137.524,22.375,2888.000
19,2022-12-22,dots_large.tif,,1,19,2,TRUE,132.900,17.278,7.124,22.879,52.883,7,0.302,153.974,46.523,6005.000
20,2022-12-22,dots_large.tif,,1,20,2,TRUE,132.900,17.278,7.124,22.879,52.883,8,0.124,105.688,13.101,1691.000
21,2022-12-22,dots_large.tif,,1,21,2,TRUE,132.900,17.278,7.124,22.879,52.883,9,0.178,131.870,23.498,3033.000
22,2022-12-22,dots_large.tif,,1,22,2,TRUE,132.900,17.278,7.124,22.879,52.883,10,0.240,143.935,34.569,4462.000
23,2022-12-22,dots_large.tif,,1,23,2,TRUE,132.900,17.278,7.124,22.879,52.883,11,0.132,111.529,14.689,1896.000
24,2022-12-22,dots_large.tif,,1,24,2,TRUE,132.900,17.278,7.124,22.879,52.883,12,0.201,127.115,25.605,3305.000
25,2022-12-22,dots_large.tif,,1,25,2,TRUE,132.900,17.278,7.124,22.879,52.883,13,0.256,134.000,34.259,4422.000
26,2022-12-22,dots_large.tif,,1,26,2,TRUE,132.900,17.278,7.124,22.879,52.883,14,0.116,116.333,13.519,1745.000
27,2022-12-22,dots_large.tif,,1,27,2,TRUE,132.900,17.278,7.124,22.879,52.883,15,0.271,159.171,43.161,5571.000
28,2022-12-22,dots_large.tif,,1,28,2,TRUE,132.900,17.278,7.124,22.879,52.883,16,0.325,129.571,42.162,5442.000
29,2022-12-22,dots_large.tif,,1,29,2,TRUE,132.900,17.278,7.124,22.879,52.883,17,0.147,120.053,17.672,2281.000
30,2022-12-22,dots_large.tif,,1,30,3,TRUE,329.545,14.418,5.371,18.144,41.660,1,0.163,107.095,17.424,2249.000
31,2022-12-22,dots_large.tif,,1,31,3,TRUE,329.545,14.418,5.371,18.144,41.660,2,0.108,88.429,9.591,1238.000
32,2022-12-22,dots_large.tif,,1,32,3,TRUE,329.545,14.418,5.371,18.144,41.660,3,0.108,82.357,8.933,1153.000
33,2022-12-22,dots_large.tif,,1,33,3,TRUE,329.545,14.418,5.371,18.144,41.660,4,0.356,131.174,46.748,6034.000
34,2022-12-22,dots_large.tif,,1,34,3,TRUE,329.545,14.418,5.371,18.144,41.660,5,0.124,83.312,10.327,1333.000
35,2022-12-22,dots_large.tif,,1,35,3,TRUE,329.545,14.418,5.371,18.144,41.660,6,0.302,137.872,41.658,5377.000
36,2022-12-22,dots_large.tif,,1,36,3,TRUE,329.545,14.418,5.371,18.144,41.660,7,0.240,127.452,30.610,3951.000
37,2022-12-22,dots_large.tif,,1,37,3,TRUE,329.545,14.418,5.371,18.144,41.660,8,0.341,89.250,30.424,3927.000
38,2022-12-22,dots_large.tif,,1,38,3,TRUE,329.545,14.418,5.371,18.144,41.660,9,0.232,132.300,30.750,3969.000
39,2022-12-22,dots_large.tif,,1,39,3,TRUE,329.545,14.418,5.371,18.144,41.660,10,0.225,123.862,27.829,3592.000
40,2022-12-22,dots_large.tif,,1,40,3,TRUE,329.545,14.418,5.371,18.144,41.660,11,0.201,75.346,15.177,1959.000
41,2022-12-22,dots_large.tif,,1,41,3,TRUE,329.545,14.418,5.371,18.144,41.660,12,0.225,100.828,22.654,2924.000
42,2022-12-22,dots_large.tif,,1,42,3,TRUE,329.545,14.418,5.371,18.144,41.660,13,0.155,103.650,16.060,2073.000
43,2022-12-22,dots_large.tif,,1,43,3,TRUE,329.545,14.418,5.371,18.144,41.660,14,0.457,127.136,58.114,7501.000
44,2022-12-22,dots_large.tif,,1,44,3,TRUE,329.545,14.418,5.371,18.144,41.660,15,0.163,92.286,15.015,1938.000
45,2022-12-22,dots_large.tif,,1,45,3,TRUE,329.545,14.418,5.371,18.144,41.660,16,0.132,81.529,10.738,1386.000
46,2022-12-22,dots_large.tif,,1,46,3,TRUE,329.545,14.418,5.371,18.144,41.660,17,0.116,71.867,8.352,1078.000
47,2022-12-22,dots_large.tif,,1,47,3,TRUE,329.545,14.418,5.371,18.144,41.660,18,0.263,127.441,33.570,4333.000
48,2022-12-22,dots_large.tif,,1,48,3,TRUE,329.545,14.418,5.371,18.144,41.660,19,0.101,74.692,7.523,971.000
49,2022-12-22,dots_large.tif,,1,49,3,TRUE,329.545,14.418,5.371,18.144,41.660,20,0.101,68.923,6.942,896.000
50,2022-12-22,dots_large.tif,,1,50,3,TRUE,329.545,14.418,5.371,18.144,41.660,21,0.124,91.062,11.288,1457.000
51,2022-12-22,dots_large.tif,,1,51,3,TRUE,329.545,14.418,5.371,18.144,41.660,22,0.201,118.654,23.901,3085.000
52,2022-12-22,dots_large.tif,,1,52,3,TRUE,329.545,14.418,5.371,18.144,41.660,23,0.132,84.647,11.149,1439.000
53,2022-12-22,dots_large.tif,,1,53,3,TRUE,329.545,14.418,5.371,18.144,41.660,24,0.101,74.308,7.484,966.000
54,2022-12-22,dots_large.tif,,1,54,3,TRUE,329.545,14.418,5.371,18.144,41.660,25,0.201,110.154,22.189,2864.000
55,2022-12-22,dots_large.tif,,1,55,3,TRUE,329.545,14.418,5.371,18.144,41.660,26,0.163,111.286,18.106,2337.000
56,2022-12-22,dots_large.tif,,1,56,3,TRUE,329.545,14.418,5.371,18.144,41.660,27,0.132,90.235,11.885,1534.000
57,2022-12-22,dots_large.tif,,1,57,3,TRUE,329.545,14.418,5.371,18.144,41.660,28,0.294,134.395,39.566,5107.000
58,2022-12-22,dots_large.tif,,1,58,3,TRUE,329.545,14.418,5.371,18.144,41.660,29,0.209,117.852,24.652,3182.000
59,2022-12-22,dots_large.tif,,1,59,3,TRUE,329.545,14.418,5.371,18.144,41.660,30,0.101,77.769,7.833,1011.000
60,2022-12-22,dots_large.tif,,1,60,3,TRUE,329.545,14.418,5.371,18.144,41.660,31,0.302,140.949,42.588,5497.000
61,2022-12-22,dots_large.tif,,1,61,3,TRUE,329.545,14.418,5.371,18.144,41.660,32,0.201,100.000,20.143,2600.000
62,2022-12-22,dots_large.tif,,1,62,3,TRUE,329.545,14.418,5.371,18.144,41.660,33,0.170,72.955,12.435,1605.000
63,2022-12-22,dots_large.tif,,1,63,3,TRUE,329.545,14.418,5.371,18.144,41.660,34,0.457,152.797,69.843,9015.000
64,2022-12-22,dots_large.tif,,1,64,3,TRUE,329.545,14.418,5.371,18.144,41.660,35,0.139,105.389,14.697,1897.000
65,2022-12-22,dots_large.tif,,1,65,3,TRUE,329.545,14.418,5.371,18.144,41.660,36,0.116,76.533,8.894,1148.000
66,2022-12-22,dots_large.tif,,1,66,3,TRUE,329.545,14.418,5.371,18.144,41.660,37,0.132,90.529,11.923,1539.000
67,2022-12-22,dots_large.tif,,1,67,3,TRUE,329.545,14.418,5.371,18.144,41.660,38,0.163,101.762,16.556,2137.000
68,2022-12-22,dots_large.tif,,1,68,3,TRUE,329.545,14.418,5.371,18.144,41.660,39,0.139,88.000,12.272,1584.000
69,2022-12-22,dots_large.tif,,1,69,3,TRUE,329.545,14.418,5.371,18.144,41.660,40,0.163,98.476,16.022,2068.000
70,2022-12-22,dots_large.tif,,1,70,3,TRUE,329.545,14.418,5.371,18.144,41.660,41,0.318,123.854,39.342,5078.000
71,2022-12-22,dots_large.tif,,1,71,3,TRUE,329.545,14.418,5.371,18.144,41.660,42,0.108,66.143,7.174,926.000
72,2022-12-22,dots_large.tif,,1,72,3,TRUE,329.545,14.418,5.371,18.144,41.660,43,0.116,90.800,10.552,1362.000
73,2022-12-22,dots_large.tif,,1,73,4,TRUE,159.373,15.976,6.921,22.037,50.996,1,0.170,150.273,25.613,3306.000
74,2022-12-22,dots_large.tif,,1,74,4,TRUE,159.373,15.976,6.921,22.037,50.996,2,0.147,129.895,19.121,2468.000
75,2022-12-22,dots_large.tif,,1,75,4,TRUE,159.373,15.976,6.921,22.037,50.996,3,0.178,131.957,23.513,3035.000
76,2022-12-22,dots_large.tif,,1,76,4,TRUE,159.373,15.976,6.921,22.037,50.996,4,0.263,126.324,33.275,4295.000
77,2022-12-22,dots_large.tif,,1,77,4,TRUE,159.373,15.976,6.921,22.037,50.996,5,0.194,144.440,27.976,3611.000
78,2022-12-22,dots_large.tif,,1,78,4,TRUE,159.373,15.976,6.921,22.037,50.996,6,0.170,125.455,21.383,2760.000
79,2022-12-22,dots_large.tif,,1,79,4,TRUE,159.373,15.976,6.921,22.037,50.996,7,0.302,144.641,43.703,5641.000
80,2022-12-22,dots_large.tif,,1,80,4,TRUE,159.373,15.976,6.921,22.037,50.996,8,0.139,119.722,16.696,2155.000
81,2022-12-22,dots_large.tif,,1,81,4,TRUE,159.373,15.976,6.921,22.037,50.996,9,0.139,105.444,14.705,1898.000
82,2022-12-22,dots_large.tif,,1,82,4,TRUE,159.373,15.976,6.921,22.037,50.996,10,0.310,147.675,45.764,5907.000
83,2022-12-22,dots_large.tif,,1,83,4,TRUE,159.373,15.976,6.921,22.037,50.996,11,0.542,135.729,73.608,9501.000
84,2022-12-22,dots_large.tif,,1,84,4,TRUE,159.373,15.976,6.921,22.037,50.996,12,0.124,107.938,13.380,1727.000
85,2022-12-22,dots_large.tif,,1,85,4,TRUE,159.373,15.976,6.921,22.037,50.996,13,0.132,91.353,12.032,1553.000
86,2022-12-22,dots_large.tif,,1,86,4,TRUE,159.373,15.976,6.921,22.037,50.996,14,0.108,98.143,10.645,1374.000
87,2022-12-22,dots_large.tif,,1,87,4,TRUE,159.373,15.976,6.921,22.037,50.996,15,0.194,141.520,27.410,3538.000
88,2022-12-22,dots_large.tif,,1,88,4,TRUE,159.373,15.976,6.921,22.037,50.996,16,0.178,116.870,20.825,2688.000
89,2022-12-22,dots_large.tif,,1,89,4,TRUE,159.373,15.976,6.921,22.037,50.996,17,0.132,104.647,13.783,1779.000
90,2022-12-22,dots_large.tif,,1,90,4,TRUE,159.373,15.976,6.921,22.037,50.996,18,0.155,97.200,15.061,1944.000
91,2022-12-22,dots_large.tif,,1,91,4,TRUE,159.373,15.976,6.921,22.037,50.996,19,0.225,97.621,21.933,2831.000
92,2022-12-22,dots_large.tif,,1,92,4,TRUE,159.373,15.976,6.921,22.037,50.996,20,0.256,143.394,36.661,4732.000
93,2022-12-22,dots_large.tif,,1,93,4,TRUE,159.373,15.976,6.921,22.037,50.996,21,0.108,84.714,9.188,1186.000
94,2022-12-22,dots_large.tif,,1,94,4,TRUE,159.373,15.976,6.921,22.037,50.996,22,0.248,142.375,35.297,4556.000
95,2022-12-22,dots_large.tif,,1,95,5,TRUE,297.099,13.683,4.037,12.805,29.647,1,0.132,68.941,9.080,1172.000
96,2022-12-22,dots_large.tif,,1,96,5,TRUE,297.099,13.683,4.037,12.805,29.647,2,0.240,79.806,19.167,2474.000
97,2022-12-22,dots_large.tif,,1,97,5,TRUE,297.099,13.683,4.037,12.805,29.647,3,0.108,87.714,9.514,1228.000
98,2022-12-22,dots_large.tif,,1,98,5,TRUE,297.099,13.683,4.037,12.805,29.647,4,0.194,79.160,15.332,1979.000
99,2022-12-22,dots_large.tif,,1,99,5,TRUE,297.099,13.683,4.037,12.805,29.647,5,0.139,108.889,15.185,1960.000
100,2022-12-22,dots_large.tif,,1,100,5,TRUE,297.099,13.683,4.037,12.805,29.647,6,0.178,77.435,13.798,1781.000
101,2022-12-22,dots_large.tif,,1,101,5,TRUE,297.099,13.683,4.037,12.805,29.647,7,0.170,70.318,11.985,1547.000
102,2022-12-22,dots_large.tif,,1,102,5,TRUE,297.099,13.683,4.037,12.805,29.647,8,0.240,106.710,25.629,3308.000
103,2022-12-22,dots_large.tif,,1,103,5,TRUE,297.099,13.683,4.037,12.805,29.647,9,0.767,86.747,66.535,8588.000
104,2022-12-22,dots_large.tif,,1,104,5,TRUE,297.099,13.683,4.037,12.805,29.647,10,0.209,95.407,19.957,2576.000
105,2022-12-22,dots_large.tif,,1,105,5,TRUE,297.099,13.683,4.037,12.805,29.647,11,0.217,89.821,19.485,2515.000
106,2022-12-22,dots_large.tif,,1,106,5,TRUE,297.099,13.683,4.037,12.805,29.647,12,0.217,84.643,18.361,2370.000
107,2022-12-22,dots_large.tif,,1,107,5,TRUE,297.099,13.683,4.037,12.805,29.647,13,0.349,107.533,37.490,4839.000
108,2022-12-22,dots_large.tif,,1,108,5,TRUE,297.099,13.683,4.037,12.805,29.647,14,0.155,67.750,10.498,1355.000
109,2022-12-22,dots_large.tif,,1,109,5,TRUE,297.099,13.683,4.037,12.805,29.647,15,0.209,97.000,20.291,2619.000
110,2022-12-22,dots_large.tif,,1,110,5,TRUE,297.099,13.683,4.037,12.805,29.647,16,0.287,117.135,33.577,4334.000
111,2022-12-22,dots_large.tif,,1,111,5,TRUE,297.099,13.683,4.037,12.805,29.647,17,0.178,96.348,17.168,2216.000
112,2022-12-22,dots_large.tif,,1,112,5,TRUE,297.099,13.683,4.037,12.805,29.647,18,0.225,88.759,19.942,2574.000
113,2022-12-22,dots_large.tif,,1,113,5,TRUE,297.099,13.683,4.037,12.805,29.647,19,0.201,73.731,14.852,1917.000
114,2022-12-22,dots_large.tif,,1,114,5,TRUE,297.099,13.683,4.037,12.805,29.647,20,0.124,67.000,8.305,1072.000
115,2022-12-22,dots_large.tif,,1,115,5,TRUE,297.099,13.683,4.037,12.805,29.647,21,0.139,74.167,10.343,1335.000
116,2022-12-22,dots_large.tif,,1,116,5,TRUE,297.099,13.683,4.037,12.805,29.647,22,0.147,61.158,9.003,1162.000
117,2022-12-22,dots_large.tif,,1,117,5,TRUE,297.099,13.683,4.037,12.805,29.647,23,0.178,78.435,13.976,1804.000
118,2022-12-22,dots_large.tif,,1,118,5,TRUE,297.099,13.683,4.037,12.805,29.647,24,0.248,98.938,24.528,3166.000
119,2022-12-22,dots_large.tif,,1,119,5,TRUE,297.099,13.683,4.037,12.805,29.647,25,0.139,71.611,9.986,1289.000
120,2022-12-22,dots_large.tif,,1,120,5,TRUE,297.099,13.683,4.037,12.805,29.647,26,0.132,65.176,8.584,1108.000
121,2022-12-22,dots_large.tif,,1,121,5,TRUE,297.099,13.683,4.037,12.805,29.647,27,0.101,61.231,6.167,796.000
122,2022-12-22,dots_large.tif,,1,122,5,TRUE,297.099,13.683,4.037,12.805,29.647,28,0.108,57.857,6.275,810.000
123,2022-12-22,dots_large.tif,,1,123,5,TRUE,297.099,13.683,4.037,12.805,29.647,29,0.209,83.148,17.393,2245.000
124,2022-12-22,dots_large.tif,,1,124,5,TRUE,297.099,13.683,4.037,12.805,29.647,30,0.108,61.929,6.717,867.000
125,2022-12-22,dots_large.tif,,1,125,5,TRUE,297.099,13.683,4.037,12.805,29.647,31,0.201,109.692,22.096,2852.000
126,2022-12-22,dots_large.tif,,1,126,5,TRUE,297.099,13.683,4.037,12.805,29.647,32,0.147,87.263,12.845,1658.000
127,2022-12-22,dots_large.tif,,1,127,6,TRUE,331.575,13.856,5.037,18.217,41.471,1,0.310,136.100,42.177,5444.000
128,2022-12-22,dots_large.tif,,1,128,6,TRUE,331.575,13.856,5.037,18.217,41.471,2,0.163,106.333,17.300,2233.000
129,2022-12-22,dots_large.tif,,1,129,6,TRUE,331.575,13.856,5.037,18.217,41.471,3,0.163,93.238,15.169,1958.000
130,2022-12-22,dots_large.tif,,1,130,6,TRUE,331.575,13.856,5.037,18.217,41.471,4,0.186,118.167,21.972,2836.000
131,2022-12-22,dots_large.tif,,1,131,6,TRUE,331.575,13.856,5.037,18.217,41.471,5,0.248,137.375,34.058,4396.000
132,2022-12-22,dots_large.tif,,1,132,6,TRUE,331.575,13.856,5.037,18.217,41.471,6,0.232,117.200,27.240,3516.000
133,2022-12-22,dots_large.tif,,1,133,6,TRUE,331.575,13.856,5.037,18.217,41.471,7,0.155,107.250,16.618,2145.000
134,2022-12-22,dots_large.tif,,1,134,6,TRUE,331.575,13.856,5.037,18.217,41.471,8,0.225,118.483,26.620,3436.000
135,2022-12-22,dots_large.tif,,1,135,6,TRUE,331.575,13.856,5.037,18.217,41.471,9,0.271,119.257,32.338,4174.000
136,2022-12-22,dots_large.tif,,1,136,6,TRUE,331.575,13.856,5.037,18.217,41.471,10,0.155,95.450,14.790,1909.000
137,2022-12-22,dots_large.tif,,1,137,6,TRUE,331.575,13.856,5.037,18.217,41.471,11,0.101,72.615,7.314,944.000
138,2022-12-22,dots_large.tif,,1,138,6,TRUE,331.575,13.856,5.037,18.217,41.471,12,0.178,92.478,16.479,2127.000
139,2022-12-22,dots_large.tif,,1,139,6,TRUE,331.575,13.856,5.037,18.217,41.471,13,0.240,118.645,28.495,3678.000
140,2022-12-22,dots_large.tif,,1,140,6,TRUE,331.575,13.856,5.037,18.217,41.471,14,0.147,88.632,13.047,1684.000
141,2022-12-22,dots_large.tif,,1,141,6,TRUE,331.575,13.856,5.037,18.217,41.471,15,0.930,147.383,137.021,17686.000
142,2022-12-22,dots_large.tif,,1,142,6,TRUE,331.575,13.856,5.037,18.217,41.471,16,0.310,138.475,42.913,5539.000
143,2022-12-22,dots_large.tif,,1,143,6,TRUE,331.575,13.856,5.037,18.217,41.471,17,0.279,134.278,37.451,4834.000
144,2022-12-22,dots_large.tif,,1,144,6,TRUE,331.575,13.856,5.037,18.217,41.471,18,0.101,70.538,7.104,917.000
145,2022-12-22,dots_large.tif,,1,145,6,TRUE,331.575,13.856,5.037,18.217,41.471,19,0.108,81.857,8.879,1146.000
146,2022-12-22,dots_large.tif,,1,146,6,TRUE,331.575,13.856,5.037,18.217,41.471,20,0.333,149.209,49.708,6416.000
147,2022-12-22,dots_large.tif,,1,147,6,TRUE,331.575,13.856,5.037,18.217,41.471,21,0.163,81.571,13.271,1713.000
148,2022-12-22,dots_large.tif,,1,148,6,TRUE,331.575,13.856,5.037,18.217,41.471,22,0.147,94.421,13.899,1794.000
149,2022-12-22,dots_large.tif,,1,149,6,TRUE,331.575,13.856,5.037,18.217,41.471,23,0.542,148.714,80.651,10410.000
150,2022-12-22,dots_large.tif,,1,150,6,TRUE,331.575,13.856,5.037,18.217,41.471,24,0.116,75.600,8.786,1134.000
151,2022-12-22,dots_large.tif,,1,151,6,TRUE,331.575,13.856,5.037,18.217,41.471,25,0.101,69.462,6.996,903.000
152,2022-12-22,dots_large.tif,,1,152,6,TRUE,331.575,13.856,5.037,18.217,41.471,26,0.139,97.722,13.628,1759.000
153,2022-12-22,dots_large.tif,,1,153,6,TRUE,331.575,13.856,5.037,18.217,41.471,27,0.457,135.559,61.964,7998.000
154,2022-12-22,dots_large.tif,,1,154,6,TRUE,331.575,13.856,5.037,18.217,41.471,28,0.116,80.867,9.398,1213.000
155,2022-12-22,dots_large.tif,,1,155,6,TRUE,331.575,13.856,5.037,18.217,41.471,29,0.147,92.263,13.581,1753.000
156,2022-12-22,dots_large.tif,,1,156,7,TRUE,291.807,11.836,4.270,16.414,37.099,1,0.217,109.929,23.847,3078.000
157,2022-12-22,dots_large.tif,,1,157,7,TRUE,291.807,11.836,4.270,16.414,37.099,2,0.124,63.000,7.809,1008.000
158,2022-12-22,dots_large.tif,,1,158,7,TRUE,291.807,11.836,4.270,16.414,37.099,3,0.209,106.852,22.351,2885.000
159,2022-12-22,dots_large.tif,,1,159,7,TRUE,291.807,11.836,4.270,16.414,37.099,4,0.852,149.291,127.229,16422.000
160,2022-12-22,dots_large.tif,,1,160,7,TRUE,291.807,11.836,4.270,16.414,37.099,5,0.248,139.000,34.461,4448.000
161,2022-12-22,dots_large.tif,,1,161,7,TRUE,291.807,11.836,4.270,16.414,37.099,6,0.101,63.000,6.345,819.000
162,2022-12-22,dots_large.tif,,1,162,7,TRUE,291.807,11.836,4.270,16.414,37.099,7,0.101,70.769,7.128,920.000
163,2022-12-22,dots_large.tif,,1,163,7,TRUE,291.807,11.836,4.270,16.414,37.099,8,0.186,98.083,18.237,2354.000
164,2022-12-22,dots_large.tif,,1,164,7,TRUE,291.807,11.836,4.270,16.414,37.099,9,0.279,135.111,37.684,4864.000
165,2022-12-22,dots_large.tif,,1,165,7,TRUE,291.807,11.836,4.270,16.414,37.099,10,0.372,140.667,52.311,6752.000
166,2022-12-22,dots_large.tif,,1,166,7,TRUE,291.807,11.836,4.270,16.414,37.099,11,0.163,92.238,15.007,1937.000
167,2022-12-22,dots_large.tif,,1,167,7,TRUE,291.807,11.836,4.270,16.414,37.099,12,0.473,117.131,55.355,7145.000
168,2022-12-22,dots_large.tif,,1,168,7,TRUE,291.807,11.836,4.270,16.414,37.099,13,0.124,71.438,8.855,1143.000
169,2022-12-22,dots_large.tif,,1,169,7,TRUE,291.807,11.836,4.270,16.414,37.099,14,0.116,82.533,9.591,1238.000
170,2022-12-22,dots_large.tif,,1,170,7,TRUE,291.807,11.836,4.270,16.414,37.099,15,0.480,119.129,57.223,7386.000
171,2022-12-22,dots_large.tif,,1,171,7,TRUE,291.807,11.836,4.270,16.414,37.099,16,0.124,87.375,10.831,1398.000
172,2022-12-22,dots_large.tif,,1,172,7,TRUE,291.807,11.836,4.270,16.414,37.099,17,0.139,94.167,13.132,1695.000
173,2022-12-22,dots_large.tif,,1,173,7,TRUE,291.807,11.836,4.270,16.414,37.099,18,0.163,103.952,16.913,2183.000
174,2022-12-22,dots_large.tif,,1,174,7,TRUE,291.807,11.836,4.270,16.414,37.099,19,0.108,68.071,7.383,953.000
175,2022-12-22,dots_large.tif,,1,175,7,TRUE,291.807,11.836,4.270,16.414,37.099,20,0.147,83.053,12.225,1578.000
176,2022-12-22,dots_large.tif,,1,176,7,TRUE,291.807,11.836,4.270,16.414,37.099,21,0.240,116.742,28.038,3619.000
177,2022-12-22,dots_large.tif,,1,177,7,TRUE,291.807,11.836,4.270,16.414,37.099,22,0.108,57.286,6.213,802.000
178,2022-12-22,dots_large.tif,,1,178,7,TRUE,291.807,11.836,4.270,16.414,37.099,23,0.101,55.154,5.555,717.000
179,2022-12-22,dots_large.tif,,1,179,8,TRUE,192.873,15.848,6.084,20.380,46.843,1,0.294,91.368,26.899,3472.000
180,2022-12-22,dots_large.tif,,1,180,8,TRUE,192.873,15.848,6.084,20.380,46.843,2,0.101,111.615,11.242,1451.000
181,2022-12-22,dots_large.tif,,1,181,8,TRUE,192.873,15.848,6.084,20.380,46.843,3,0.550,131.690,72.439,9350.000
182,2022-12-22,dots_large.tif,,1,182,8,TRUE,192.873,15.848,6.084,20.380,46.843,4,0.116,92.600,10.761,1389.000
183,2022-12-22,dots_large.tif,,1,183,8,TRUE,192.873,15.848,6.084,20.380,46.843,5,0.217,142.214,30.850,3982.000
184,2022-12-22,dots_large.tif,,1,184,8,TRUE,192.873,15.848,6.084,20.380,46.843,6,0.736,141.484,104.133,13441.000
185,2022-12-22,dots_large.tif,,1,185,8,TRUE,192.873,15.848,6.084,20.380,46.843,7,0.132,103.235,13.597,1755.000
186,2022-12-22,dots_large.tif,,1,186,8,TRUE,192.873,15.848,6.084,20.380,46.843,8,0.124,110.125,13.651,1762.000
187,2022-12-22,dots_large.tif,,1,187,8,TRUE,192.873,15.848,6.084,20.380,46.843,9,0.209,126.037,26.365,3403.000
188,2022-12-22,dots_large.tif,,1,188,8,TRUE,192.873,15.848,6.084,20.380,46.843,10,0.178,124.478,22.181,2863.000
189,2022-12-22,dots_large.tif,,1,189,8,TRUE,192.873,15.848,6.084,20.380,46.843,11,0.364,151.532,55.177,7122.000
190,2022-12-22,dots_large.tif,,1,190,8,TRUE,192.873,15.848,6.084,20.380,46.843,12,0.449,139.707,62.778,8103.000
191,2022-12-22,dots_large.tif,,1,191,8,TRUE,192.873,15.848,6.084,20.380,46.843,13,0.426,150.491,64.126,8277.000
192,2022-12-22,dots_large.tif,,1,192,8,TRUE,192.873,15.848,6.084,20.380,46.843,14,0.186,122.708,22.816,2945.000
193,2022-12-22,dots_large.tif,,1,193,8,TRUE,192.873,15.848,6.084,20.380,46.843,15,0.178,89.522,15.952,2059.000
194,2022-12-22,dots_large.tif,,1,194,8,TRUE,192.873,15.848,6.084,20.380,46.843,16,0.170,126.773,21.608,2789.000
